Order Date,Ship Date,Ship Mode,State/Province,Region,Factory,Shipping Lead Time,Route,Sales,Units,Gross Profit
2023-09-13,2023-09-17,Expedited,NJ,Northeast,The Other Factory,4,The Other Factory → NJ,42.41,21,23.509999999999998
2023-07-21,2023-07-26,Standard,PA,Northeast,The Other Factory,5,The Other Factory → PA,68.08,34,37.48
2023-09-11,2023-09-14,Standard,MA,Northeast,The Other Factory,3,The Other Factory → MA,468.95,230,261.95
2023-05-16,2023-05-19,Standard,MA,Northeast,Sugar Shack,3,Sugar Shack → MA,457.08,301,306.58
2023-07-05,2023-07-11,Standard,TX,South,The Other Factory,6,The Other Factory → TX,891.0,401,530.1
2023-11-16,2023-11-20,Expedited,WA,West,The Other Factory,4,The Other Factory → WA,468.28,201,287.38
2023-06-23,2023-06-29,Standard,FL,South,The Other Factory,6,The Other Factory → FL,531.39,266,291.99
2023-01-20,2023-01-24,Standard,NC,South,Wicked Choccy's,4,Wicked Choccy's → NC,862.9,320,478.9
2023-03-13,2023-03-22,Standard,FL,South,Sugar Shack,9,Sugar Shack → FL,429.99,269,295.49
2023-09-30,2023-10-03,Expedited,NC,South,Secret Factory,3,Secret Factory → NC,463.06,179,284.06
2023-08-02,2023-08-07,Standard,TX,South,The Other Factory,5,The Other Factory → TX,801.94,345,491.44000000000005
2023-10-24,2023-10-28,Standard,IL,Midwest,The Other Factory,4,The Other Factory → IL,627.38,278,377.18
2023-11-14,2023-11-17,Standard,OH,Midwest,Secret Factory,3,Secret Factory → OH,241.76,107,134.76
2023-06-10,2023-06-16,Standard,IN,Midwest,Secret Factory,6,Secret Factory → IN,701.57,266,435.57000000000005
2023-08-30,2023-09-04,Standard,WI,Midwest,Lot's O' Nuts,5,Lot's O' Nuts → WI,1042.47,349,518.97
2023-07-12,2023-07-15,Expedited,IN,Midwest,Sugar Shack,3,Sugar Shack → IN,420.87,289,276.37
2023-12-15,2023-12-18,Expedited,PA,Northeast,Sugar Shack,3,Sugar Shack → PA,424.67,295,277.17
2023-06-02,2023-06-07,Standard,IN,Midwest,Sugar Shack,5,Sugar Shack → IN,482.51,296,334.51
2023-05-21,2023-05-27,Standard,AZ,West,Sugar Shack,6,Sugar Shack → AZ,769.41,468,535.41
2023-06-26,2023-06-29,Standard,TX,South,Wicked Choccy's,3,Wicked Choccy's → TX,507.14,187,282.74
2023-12-02,2023-12-07,Standard,PA,Northeast,Sugar Shack,5,Sugar Shack → PA,739.56,487,496.05999999999995
2023-05-20,2023-05-22,Expedited,AZ,West,Wicked Choccy's,2,Wicked Choccy's → AZ,304.9,134,144.09999999999997
2023-09-29,2023-10-04,Standard,IL,Midwest,Wicked Choccy's,5,Wicked Choccy's → IL,937.3,377,484.9
2023-12-15,2023-12-17,Expedited,AZ,West,Wicked Choccy's,2,Wicked Choccy's → AZ,561.67,218,300.06999999999994
2023-09-01,2023-09-04,Standard,MI,Midwest,Secret Factory,3,Secret Factory → MI,1248.69,474,774.69
2023-11-30,2023-12-01,Expedited,WI,Midwest,The Other Factory,1,The Other Factory → WI,1137.86,477,708.56
2023-08-02,2023-08-04,Expedited,NV,West,Wicked Choccy's,2,Wicked Choccy's → NV,1283.38,489,696.5800000000002
2023-05-29,2023-06-01,Standard,OR,West,Lot's O' Nuts,3,Lot's O' Nuts → OR,1595.55,485,868.05
2023-05-26,2023-05-30,Expedited,PA,Northeast,Secret Factory,4,Secret Factory → PA,349.61,149,200.61
2023-02-27,2023-03-03,Standard,IN,Midwest,Sugar Shack,4,Sugar Shack → IN,26.71,17,18.21
2023-06-01,2023-06-07,Standard,OH,Midwest,The Other Factory,6,The Other Factory → OH,938.83,433,549.1300000000001
2023-06-17,2023-06-25,Standard,NY,Northeast,Lot's O' Nuts,8,Lot's O' Nuts → NY,570.76,175,308.26
2023-01-04,2023-01-09,Standard,PA,Northeast,Sugar Shack,5,Sugar Shack → PA,721.55,498,472.54999999999995
2023-10-26,2023-10-30,Standard,OR,West,The Other Factory,4,The Other Factory → OR,93.23,41,56.330000000000005
2023-08-27,2023-09-01,Standard,IN,Midwest,Sugar Shack,5,Sugar Shack → IN,502.84,363,321.34
2023-06-01,2023-06-05,Expedited,OH,Midwest,Sugar Shack,4,Sugar Shack → OH,130.81,88,86.81
2023-11-07,2023-11-09,Expedited,CT,Northeast,Sugar Shack,2,Sugar Shack → CT,569.7,400,369.70000000000005
2023-11-02,2023-11-03,Expedited,CT,Northeast,Lot's O' Nuts,1,Lot's O' Nuts → CT,1455.44,479,736.94
2023-02-01,2023-02-05,Standard,WI,Midwest,The Other Factory,4,The Other Factory → WI,417.01,177,257.71
2023-08-15,2023-08-21,Standard,WI,Midwest,Lot's O' Nuts,6,Lot's O' Nuts → WI,1158.95,424,522.95
2023-03-09,2023-03-15,Standard,NJ,Northeast,The Other Factory,6,The Other Factory → NJ,826.61,354,508.01
2023-01-12,2023-01-13,Expedited,TX,South,Secret Factory,1,Secret Factory → TX,81.24,33,48.239999999999995
2023-12-25,2023-12-30,Expedited,CA,West,Lot's O' Nuts,5,Lot's O' Nuts → CA,459.47,156,225.47000000000003
2023-03-11,2023-03-17,Standard,NC,South,Secret Factory,6,Secret Factory → NC,462.61,202,260.61
2023-12-05,2023-12-11,Standard,MI,Midwest,The Other Factory,6,The Other Factory → MI,570.09,280,318.09000000000003
2023-04-25,2023-05-01,Standard,OR,West,Lot's O' Nuts,6,Lot's O' Nuts → OR,825.57,282,402.57000000000005
2023-04-28,2023-05-02,Standard,MA,Northeast,Wicked Choccy's,4,Wicked Choccy's → MA,1314.24,489,727.44
2023-02-27,2023-02-28,Expedited,CT,Northeast,Lot's O' Nuts,1,Lot's O' Nuts → CT,375.55,133,176.05
2023-02-21,2023-02-24,Standard,NV,West,The Other Factory,3,The Other Factory → NV,311.29,135,189.79000000000002
2023-07-25,2023-07-28,Standard,WI,Midwest,Secret Factory,3,Secret Factory → WI,202.66,81,121.66
2023-05-29,2023-06-03,Standard,VA,South,Wicked Choccy's,5,Wicked Choccy's → VA,314.52,131,157.32
2023-03-15,2023-03-18,Standard,IN,Midwest,The Other Factory,3,The Other Factory → IN,707.22,295,441.72
2023-03-31,2023-04-07,Expedited,NY,Northeast,Secret Factory,7,Secret Factory → NY,899.69,366,533.69
2023-03-18,2023-03-22,Expedited,PA,Northeast,Sugar Shack,4,Sugar Shack → PA,213.44,133,146.94
2023-06-03,2023-06-11,Standard,NY,Northeast,Wicked Choccy's,8,Wicked Choccy's → NY,493.26,208,243.66
2023-04-15,2023-04-16,Expedited,NV,West,Sugar Shack,1,Sugar Shack → NV,445.13,284,303.13
2023-04-08,2023-04-11,Standard,NC,South,Lot's O' Nuts,3,Lot's O' Nuts → NC,1253.86,457,568.3599999999999
2023-10-28,2023-11-02,Standard,IN,Midwest,The Other Factory,5,The Other Factory → IN,396.18,165,247.68
2023-01-08,2023-01-12,Expedited,IL,Midwest,Wicked Choccy's,4,Wicked Choccy's → IL,1133.48,478,559.88
2023-11-06,2023-11-11,Standard,PA,Northeast,Wicked Choccy's,5,Wicked Choccy's → PA,506.56,204,261.76
2023-11-29,2023-12-10,Standard,GA,South,Sugar Shack,11,Sugar Shack → GA,95.45,60,65.45
2023-08-29,2023-09-01,Standard,MI,Midwest,Sugar Shack,3,Sugar Shack → MI,479.55,298,330.55
2023-03-16,2023-03-20,Expedited,VA,South,Lot's O' Nuts,4,Lot's O' Nuts → VA,449.42,161,207.92000000000002
2023-06-18,2023-06-22,Expedited,CT,Northeast,Wicked Choccy's,4,Wicked Choccy's → CT,750.0,291,400.8
2023-12-17,2023-12-26,Expedited,NC,South,Sugar Shack,9,Sugar Shack → NC,150.7,96,102.69999999999999
2023-06-30,2023-07-03,Standard,WI,Midwest,Wicked Choccy's,3,Wicked Choccy's → WI,630.2,278,296.6
2023-02-08,2023-02-12,Standard,NV,West,Lot's O' Nuts,4,Lot's O' Nuts → NV,137.47,44,71.47
2023-01-05,2023-01-11,Standard,MA,Northeast,Wicked Choccy's,6,Wicked Choccy's → MA,865.39,347,448.99
2023-01-04,2023-01-12,Standard,NY,Northeast,The Other Factory,8,The Other Factory → NY,39.62,18,23.419999999999998
2023-12-24,2023-12-26,Expedited,IL,Midwest,Secret Factory,2,Secret Factory → IL,312.01,133,179.01
2023-09-27,2023-10-02,Expedited,GA,South,Sugar Shack,5,Sugar Shack → GA,322.83,217,214.32999999999998
2023-05-05,2023-05-08,Standard,TX,South,Wicked Choccy's,3,Wicked Choccy's → TX,139.8,57,71.4
2023-07-13,2023-07-18,Standard,NY,Northeast,The Other Factory,5,The Other Factory → NY,623.27,265,384.77
2023-11-27,2023-11-29,Expedited,AZ,West,Sugar Shack,2,Sugar Shack → AZ,191.21,118,132.21
2023-12-21,2023-12-24,Standard,MA,Northeast,The Other Factory,3,The Other Factory → MA,859.41,360,535.41
2023-10-06,2023-10-09,Expedited,WA,West,The Other Factory,3,The Other Factory → WA,43.25,18,27.05
2023-10-28,2023-11-05,Standard,NY,Northeast,Wicked Choccy's,8,Wicked Choccy's → NY,960.58,356,533.3800000000001
2023-06-19,2023-06-24,Standard,IL,Midwest,Secret Factory,5,Secret Factory → IL,85.06,37,48.06
2023-04-29,2023-05-03,Expedited,VA,South,Lot's O' Nuts,4,Lot's O' Nuts → VA,1175.71,406,566.71
2023-11-21,2023-11-27,Standard,NJ,Northeast,Sugar Shack,6,Sugar Shack → NJ,324.72,231,209.22000000000003
2023-10-27,2023-10-31,Standard,AZ,West,Secret Factory,4,Secret Factory → AZ,857.53,375,482.53
2023-05-18,2023-05-21,Expedited,PA,Northeast,Wicked Choccy's,3,Wicked Choccy's → PA,446.84,194,214.03999999999996
2023-01-03,2023-01-04,Expedited,MA,Northeast,Sugar Shack,1,Sugar Shack → MA,105.97,77,67.47
2023-08-09,2023-08-15,Standard,NY,Northeast,Secret Factory,6,Secret Factory → NY,802.94,315,487.94000000000005
2023-06-16,2023-06-19,Standard,OR,West,Secret Factory,3,Secret Factory → OR,1028.92,381,647.9200000000001
2023-05-05,2023-05-10,Standard,IN,Midwest,The Other Factory,5,The Other Factory → IN,344.09,164,196.48999999999998
2023-03-16,2023-03-21,Standard,IN,Midwest,Lot's O' Nuts,5,Lot's O' Nuts → IN,814.59,257,429.09000000000003
2023-07-04,2023-07-08,Standard,IN,Midwest,Sugar Shack,4,Sugar Shack → IN,337.23,244,215.23000000000002
2023-06-05,2023-06-09,Expedited,MA,Northeast,Lot's O' Nuts,4,Lot's O' Nuts → MA,1354.49,421,722.99
2023-08-14,2023-08-19,Standard,CT,Northeast,Sugar Shack,5,Sugar Shack → CT,519.67,318,360.66999999999996
2023-04-13,2023-04-16,Expedited,FL,South,Secret Factory,3,Secret Factory → FL,416.17,159,257.17
2023-11-21,2023-11-27,Standard,MI,Midwest,Secret Factory,6,Secret Factory → MI,452.16,196,256.16
2023-10-16,2023-10-22,Standard,WI,Midwest,Wicked Choccy's,6,Wicked Choccy's → WI,1281.26,492,690.86
2023-08-13,2023-08-17,Standard,NV,West,Sugar Shack,4,Sugar Shack → NV,481.24,334,314.24
2023-05-10,2023-05-16,Standard,NJ,Northeast,Wicked Choccy's,6,Wicked Choccy's → NJ,754.72,308,385.12
2023-09-17,2023-09-18,Expedited,OR,West,Secret Factory,1,Secret Factory → OR,171.24,65,106.24000000000001
2023-12-03,2023-12-09,Standard,WI,Midwest,Sugar Shack,6,Sugar Shack → WI,572.54,395,375.03999999999996
2023-08-09,2023-08-17,Standard,CA,West,Lot's O' Nuts,8,Lot's O' Nuts → CA,589.87,201,288.37
2023-12-14,2023-12-18,Expedited,MI,Midwest,The Other Factory,4,The Other Factory → MI,132.93,63,76.23
2023-02-13,2023-02-19,Standard,MI,Midwest,Lot's O' Nuts,6,Lot's O' Nuts → MI,1160.71,411,544.21
2023-09-05,2023-09-14,Standard,NY,Northeast,Sugar Shack,9,Sugar Shack → NY,63.36,44,41.36
2023-12-30,2024-01-03,Standard,OR,West,Lot's O' Nuts,4,Lot's O' Nuts → OR,1599.11,486,870.1099999999999
2023-05-05,2023-05-11,Standard,WI,Midwest,The Other Factory,6,The Other Factory → WI,1091.65,500,641.6500000000001
2023-07-27,2023-07-31,Standard,IN,Midwest,Wicked Choccy's,4,Wicked Choccy's → IN,611.06,240,323.05999999999995
2023-07-19,2023-07-22,Standard,OH,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → OH,842.12,305,384.62
2023-10-02,2023-10-05,Standard,GA,South,Wicked Choccy's,3,Wicked Choccy's → GA,372.29,144,199.49
2023-09-08,2023-09-14,Standard,VA,South,The Other Factory,6,The Other Factory → VA,629.38,310,350.38
2023-06-30,2023-07-01,Expedited,MI,Midwest,Secret Factory,1,Secret Factory → MI,820.21,354,466.21000000000004
2023-03-02,2023-03-06,Standard,TX,South,Wicked Choccy's,4,Wicked Choccy's → TX,662.39,271,337.19
2023-11-02,2023-11-06,Standard,NJ,Northeast,Wicked Choccy's,4,Wicked Choccy's → NJ,686.03,294,333.22999999999996
2023-05-28,2023-05-29,Expedited,MI,Midwest,Wicked Choccy's,1,Wicked Choccy's → MI,1100.57,453,556.9699999999999
2023-01-05,2023-01-09,Expedited,OH,Midwest,Secret Factory,4,Secret Factory → OH,567.72,219,348.72
2023-08-01,2023-08-04,Standard,PA,Northeast,Secret Factory,3,Secret Factory → PA,1096.93,417,679.9300000000001
2023-05-30,2023-06-03,Standard,FL,South,Lot's O' Nuts,4,Lot's O' Nuts → FL,1216.53,409,603.03
2023-09-11,2023-09-16,Standard,AZ,West,The Other Factory,5,The Other Factory → AZ,672.14,287,413.84
2023-01-22,2023-01-26,Standard,IN,Midwest,Secret Factory,4,Secret Factory → IN,435.36,162,273.36
2023-01-17,2023-01-18,Expedited,GA,South,Secret Factory,1,Secret Factory → GA,627.74,234,393.74
2023-03-02,2023-03-08,Standard,WI,Midwest,Wicked Choccy's,6,Wicked Choccy's → WI,240.46,94,127.66000000000001
2023-04-16,2023-04-21,Standard,AZ,West,Wicked Choccy's,5,Wicked Choccy's → AZ,793.61,315,415.61
2023-06-15,2023-06-21,Standard,VA,South,Sugar Shack,6,Sugar Shack → VA,624.77,394,427.77
2023-01-31,2023-02-05,Standard,OH,Midwest,Sugar Shack,5,Sugar Shack → OH,618.13,434,401.13
2023-12-13,2023-12-18,Standard,PA,Northeast,Secret Factory,5,Secret Factory → PA,813.3,331,482.29999999999995
2023-08-20,2023-08-25,Standard,NV,West,Lot's O' Nuts,5,Lot's O' Nuts → NV,1190.56,365,643.06
2023-07-08,2023-07-11,Standard,MA,Northeast,Secret Factory,3,Secret Factory → MA,1050.65,384,666.6500000000001
2023-11-22,2023-11-28,Standard,AZ,West,Sugar Shack,6,Sugar Shack → AZ,610.66,432,394.65999999999997
2023-05-18,2023-05-27,Standard,GA,South,Sugar Shack,9,Sugar Shack → GA,600.14,413,393.64
2023-12-16,2023-12-23,Standard,CA,West,Lot's O' Nuts,7,Lot's O' Nuts → CA,237.81,73,128.31
2023-03-22,2023-03-28,Expedited,NY,Northeast,Secret Factory,6,Secret Factory → NY,979.1,362,617.1
2023-11-29,2023-12-04,Standard,MI,Midwest,Sugar Shack,5,Sugar Shack → MI,189.71,138,120.71000000000001
2023-12-07,2023-12-11,Standard,NV,West,Wicked Choccy's,4,Wicked Choccy's → NV,590.3,229,315.49999999999994
2023-12-27,2023-12-31,Standard,WA,West,Lot's O' Nuts,4,Lot's O' Nuts → WA,887.58,313,418.08000000000004
2023-12-15,2023-12-22,Standard,CA,West,Secret Factory,7,Secret Factory → CA,845.37,365,480.37
2023-02-06,2023-02-08,Expedited,NY,Northeast,Wicked Choccy's,2,Wicked Choccy's → NY,413.74,170,209.74
2023-06-03,2023-06-07,Standard,PA,Northeast,Wicked Choccy's,4,Wicked Choccy's → PA,113.19,45,59.19
2023-01-05,2023-01-09,Standard,IN,Midwest,The Other Factory,4,The Other Factory → IN,764.36,331,466.46000000000004
2023-07-30,2023-08-02,Standard,PA,Northeast,The Other Factory,3,The Other Factory → PA,187.2,81,114.29999999999998
2023-10-29,2023-11-02,Standard,NC,South,Secret Factory,4,Secret Factory → NC,324.83,136,188.82999999999998
2023-02-13,2023-02-16,Expedited,TX,South,Wicked Choccy's,3,Wicked Choccy's → TX,288.52,115,150.51999999999998
2023-09-18,2023-09-22,Standard,MA,Northeast,Wicked Choccy's,4,Wicked Choccy's → MA,642.49,263,326.89
2023-05-04,2023-05-05,Expedited,AZ,West,Secret Factory,1,Secret Factory → AZ,527.09,194,333.09000000000003
2023-03-09,2023-03-13,Standard,MA,Northeast,Secret Factory,4,Secret Factory → MA,994.2,400,594.2
2023-02-07,2023-02-11,Standard,CA,West,Lot's O' Nuts,4,Lot's O' Nuts → CA,1570.92,495,828.4200000000001
2023-09-17,2023-09-18,Expedited,NJ,Northeast,Sugar Shack,1,Sugar Shack → NJ,509.2,337,340.7
2023-11-12,2023-11-16,Standard,TX,South,Wicked Choccy's,4,Wicked Choccy's → TX,984.61,423,477.01
2023-06-17,2023-06-21,Standard,OR,West,Secret Factory,4,Secret Factory → OR,92.52,39,53.519999999999996
2023-08-11,2023-08-16,Standard,CT,Northeast,Lot's O' Nuts,5,Lot's O' Nuts → CT,1103.9,351,577.4000000000001
2023-03-31,2023-04-02,Expedited,WA,West,Lot's O' Nuts,2,Lot's O' Nuts → WA,863.76,264,467.76
2023-09-25,2023-09-30,Standard,FL,South,The Other Factory,5,The Other Factory → FL,912.46,385,565.96
2023-01-16,2023-01-21,Standard,MA,Northeast,Sugar Shack,5,Sugar Shack → MA,614.3,374,427.29999999999995
2023-11-18,2023-11-21,Standard,NJ,Northeast,Lot's O' Nuts,3,Lot's O' Nuts → NJ,852.14,265,454.64
2023-03-27,2023-03-28,Expedited,MI,Midwest,Sugar Shack,1,Sugar Shack → MI,198.1,126,135.1
2023-01-02,2023-01-07,Standard,WA,West,Lot's O' Nuts,5,Lot's O' Nuts → WA,669.94,206,360.94000000000005
2023-04-02,2023-04-08,Standard,PA,Northeast,Lot's O' Nuts,6,Lot's O' Nuts → PA,1497.18,478,780.1800000000001
2023-05-19,2023-05-22,Standard,TX,South,Lot's O' Nuts,3,Lot's O' Nuts → TX,286.23,101,134.73000000000002
2023-09-22,2023-09-28,Expedited,NY,Northeast,Lot's O' Nuts,6,Lot's O' Nuts → NY,487.07,177,221.57
2023-08-22,2023-08-27,Standard,FL,South,Lot's O' Nuts,5,Lot's O' Nuts → FL,1192.57,388,610.5699999999999
2023-08-26,2023-08-28,Expedited,PA,Northeast,Sugar Shack,2,Sugar Shack → PA,117.62,87,74.12
2023-07-29,2023-08-01,Standard,WI,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → WI,1438.9,496,694.9000000000001
2023-12-03,2023-12-07,Standard,TX,South,Secret Factory,4,Secret Factory → TX,559.11,224,335.11
2023-01-31,2023-02-04,Standard,TX,South,Wicked Choccy's,4,Wicked Choccy's → TX,1253.52,469,690.72
2023-07-31,2023-08-08,Standard,NY,Northeast,Sugar Shack,8,Sugar Shack → NY,73.32,48,49.31999999999999
2023-02-01,2023-02-06,Standard,OH,Midwest,Secret Factory,5,Secret Factory → OH,1282.8,484,798.8
2023-12-25,2023-12-31,Standard,NC,South,Sugar Shack,6,Sugar Shack → NC,125.13,79,85.63
2023-10-27,2023-11-02,Standard,IL,Midwest,Lot's O' Nuts,6,Lot's O' Nuts → IL,500.46,170,245.45999999999998
2023-10-02,2023-10-07,Standard,IN,Midwest,Sugar Shack,5,Sugar Shack → IN,618.14,446,395.14
2023-03-22,2023-03-25,Expedited,WA,West,Sugar Shack,3,Sugar Shack → WA,117.08,85,74.58
2023-05-08,2023-05-13,Standard,CT,Northeast,Sugar Shack,5,Sugar Shack → CT,228.23,143,156.73
2023-03-31,2023-04-04,Standard,NJ,Northeast,Lot's O' Nuts,4,Lot's O' Nuts → NJ,172.68,58,85.68
2023-03-13,2023-03-17,Expedited,CA,West,Lot's O' Nuts,4,Lot's O' Nuts → CA,354.56,111,188.06
2023-07-10,2023-07-13,Standard,TX,South,Lot's O' Nuts,3,Lot's O' Nuts → TX,359.81,111,193.31
2023-08-16,2023-08-22,Standard,OR,West,Wicked Choccy's,6,Wicked Choccy's → OR,81.69,35,39.69
2023-10-21,2023-10-27,Standard,NJ,Northeast,Secret Factory,6,Secret Factory → NJ,237.84,98,139.84
2023-04-06,2023-04-10,Expedited,NC,South,Sugar Shack,4,Sugar Shack → NC,490.54,341,320.04
2023-07-30,2023-08-07,Standard,NY,Northeast,The Other Factory,8,The Other Factory → NY,463.18,224,261.58000000000004
2023-09-27,2023-09-30,Expedited,NV,West,Wicked Choccy's,3,Wicked Choccy's → NV,643.18,255,337.17999999999995
2023-09-06,2023-09-13,Standard,NC,South,Sugar Shack,7,Sugar Shack → NC,445.95,315,288.45
2023-05-24,2023-05-28,Standard,CT,Northeast,Lot's O' Nuts,4,Lot's O' Nuts → CT,251.17,91,114.66999999999999
2023-12-03,2023-12-04,Expedited,VA,South,Wicked Choccy's,1,Wicked Choccy's → VA,1102.03,401,620.8299999999999
2023-04-23,2023-04-25,Expedited,MA,Northeast,The Other Factory,2,The Other Factory → MA,208.41,100,118.41
2023-06-12,2023-06-14,Expedited,OR,West,Sugar Shack,2,Sugar Shack → OR,487.08,298,338.08
2023-09-10,2023-09-13,Standard,FL,South,The Other Factory,3,The Other Factory → FL,79.13,38,44.92999999999999
2023-04-23,2023-04-29,Standard,NY,Northeast,Lot's O' Nuts,6,Lot's O' Nuts → NY,575.95,184,299.95000000000005
2023-06-15,2023-06-19,Standard,WA,West,Lot's O' Nuts,4,Lot's O' Nuts → WA,1123.22,406,514.22
2023-09-27,2023-10-01,Expedited,OR,West,Sugar Shack,4,Sugar Shack → OR,427.9,310,272.9
2023-06-04,2023-06-08,Expedited,OH,Midwest,Sugar Shack,4,Sugar Shack → OH,639.84,415,432.34000000000003
2023-09-07,2023-09-12,Standard,WI,Midwest,Sugar Shack,5,Sugar Shack → WI,192.16,124,130.16
2023-03-31,2023-04-03,Standard,GA,South,Secret Factory,3,Secret Factory → GA,1287.5,495,792.5
2023-10-21,2023-10-25,Standard,WA,West,Secret Factory,4,Secret Factory → WA,853.55,337,516.55
2023-09-12,2023-09-17,Standard,TX,South,Wicked Choccy's,5,Wicked Choccy's → TX,243.97,95,129.97
2023-02-15,2023-02-20,Standard,NY,Northeast,Sugar Shack,5,Sugar Shack → NY,269.7,189,175.2
2023-02-25,2023-03-03,Standard,NV,West,Lot's O' Nuts,6,Lot's O' Nuts → NV,306.92,95,164.42000000000002
2023-09-10,2023-09-16,Standard,VA,South,Secret Factory,6,Secret Factory → VA,1107.68,413,694.6800000000001
2023-11-30,2023-12-03,Standard,IN,Midwest,Wicked Choccy's,3,Wicked Choccy's → IN,361.61,160,169.61
2023-05-14,2023-05-20,Standard,OR,West,Lot's O' Nuts,6,Lot's O' Nuts → OR,288.81,92,150.81
2023-10-08,2023-10-12,Expedited,VA,South,Lot's O' Nuts,4,Lot's O' Nuts → VA,1005.88,370,450.88
2023-12-01,2023-12-06,Standard,PA,Northeast,Wicked Choccy's,5,Wicked Choccy's → PA,314.78,115,176.77999999999997
2023-07-29,2023-08-01,Standard,GA,South,The Other Factory,3,The Other Factory → GA,75.35,35,43.849999999999994
2023-10-09,2023-10-15,Standard,IL,Midwest,Secret Factory,6,Secret Factory → IL,129.45,54,75.44999999999999
2023-12-05,2023-12-09,Standard,PA,Northeast,The Other Factory,4,The Other Factory → PA,219.3,97,132.0
